order_id,order_datetime,order_date,order_time,order_hour,order_dayofweek,day_name,is_weekend,is_holiday,kitchen_id,kitchen_name,zip_code,num_items,order_subtotal,net_payout,discount_applied,prep_time_min,delivery_time_min,total_delivery_time_min,avoidable_wait_min,confirmed_ready_time,dasher_arrival_time,pickup_time,delivery_time,order_status,rating,weather_condition,temperature_c,currency
694,2025-08-16 12:56:35,2025-08-16,12:56:35,12,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,1,13.99,11.62,True,19,34,54.72,1.72,2025-08-16 13:15:35,2025-08-16 13:16:35,2025-08-16 13:17:18.208076,2025-08-16 13:51:18.208076,Completed,5.0,Clear,28.0,USD
695,2025-08-16 13:54:02,2025-08-16,13:54:02,13,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,2,10.48,7.56,False,13,33,51.99,5.99,2025-08-16 14:07:02,2025-08-16 14:11:02,2025-08-16 14:13:01.399994,2025-08-16 14:46:01.399994,Completed,5.0,Clear,28.0,USD
696,2025-08-16 13:10:43,2025-08-16,13:10:43,13,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,2,21.98,16.97,True,20,34,58.85,4.85,2025-08-16 13:30:43,2025-08-16 13:30:43,2025-08-16 13:35:33.899181,2025-08-16 14:09:33.899181,Completed,4.0,Clear,28.0,USD
697,2025-08-16 14:49:19,2025-08-16,14:49:19,14,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,1,12.99,11.28,True,20,26,57.19,11.19,2025-08-16 15:09:19,2025-08-16 15:16:19,2025-08-16 15:20:30.471480,2025-08-16 15:46:30.471480,Completed,4.0,Clear,28.0,USD
698,2025-08-16 14:30:08,2025-08-16,14:30:08,14,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,1,8.99,6.67,False,12,37,53.98,4.98,2025-08-16 14:42:08,2025-08-16 14:45:08,2025-08-16 14:47:06.886302,2025-08-16 15:24:06.886302,Completed,5.0,Clear,28.0,USD
699,2025-08-16 14:03:06,2025-08-16,14:03:06,14,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,2,15.48,13.73,False,18,38,55.68,0.0,2025-08-16 14:21:06,2025-08-16 14:18:06,2025-08-16 14:20:46.589005,2025-08-16 14:58:46.589005,Completed,3.0,Clear,28.0,USD
700,2025-08-16 15:18:27,2025-08-16,15:18:27,15,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,1,6.99,5.76,False,14,42,62.67,6.67,2025-08-16 15:32:27,2025-08-16 15:37:27,2025-08-16 15:39:07.108211,2025-08-16 16:21:07.108211,Completed,5.0,Clear,28.0,USD
701,2025-08-16 15:39:36,2025-08-16,15:39:36,15,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,1,14.99,12.32,False,23,31,66.72,12.72,2025-08-16 16:02:36,2025-08-16 16:12:36,2025-08-16 16:15:18.976203,2025-08-16 16:46:18.976203,Completed,3.0,Clear,28.0,USD
702,2025-08-16 15:12:00,2025-08-16,15:12:00,15,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,2,13.98,12.16,False,12,15,39.31,12.31,2025-08-16 15:24:00,2025-08-16 15:33:00,2025-08-16 15:36:18.874400,2025-08-16 15:51:18.874400,Completed,5.0,Clear,28.0,USD
703,2025-08-16 16:26:26,2025-08-16,16:26:26,16,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,1,6.99,4.91,False,10,25,44.02,9.02,2025-08-16 16:36:26,2025-08-16 16:42:26,2025-08-16 16:45:27.312186,2025-08-16 17:10:27.312186,Completed,3.0,Clear,28.0,USD
704,2025-08-16 16:18:16,2025-08-16,16:18:16,16,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,3,26.47,22.59,True,24,17,46.85,5.85,2025-08-16 16:42:16,2025-08-16 16:46:16,2025-08-16 16:48:07.076679,2025-08-16 17:05:07.076679,Completed,5.0,Clear,28.0,USD
705,2025-08-16 16:21:21,2025-08-16,16:21:21,16,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,3,21.97,19.04,False,15,38,52.24,0.0,2025-08-16 16:36:21,2025-08-16 16:31:21,2025-08-16 16:35:35.651548,2025-08-16 17:13:35.651548,Completed,4.0,Clear,28.0,USD
706,2025-08-16 16:30:58,2025-08-16,16:30:58,16,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,1,5.99,4.94,False,11,40,50.41,0.0,2025-08-16 16:41:58,2025-08-16 16:37:58,2025-08-16 16:41:22.326100,2025-08-16 17:21:22.326100,Completed,5.0,Clear,28.0,USD
707,2025-08-16 16:34:57,2025-08-16,16:34:57,16,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,1,8.99,7.23,False,14,29,55.68,12.68,2025-08-16 16:48:57,2025-08-16 16:56:57,2025-08-16 17:01:37.503294,2025-08-16 17:30:37.503294,Completed,5.0,Clear,28.0,USD
708,2025-08-16 17:43:20,2025-08-16,17:43:20,17,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,2,19.48,16.75,False,24,32,52.44,0.0,2025-08-16 18:07:20,2025-08-16 18:02:20,2025-08-16 18:03:46.230867,2025-08-16 18:35:46.230867,Completed,3.0,Clear,28.0,USD
709,2025-08-16 18:22:04,2025-08-16,18:22:04,18,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,1,9.99,8.06,True,15,23,35.03,0.0,2025-08-16 18:37:04,2025-08-16 18:32:04,2025-08-16 18:34:05.571153,2025-08-16 18:57:05.571153,Completed,5.0,Clear,28.0,USD
710,2025-08-16 18:38:24,2025-08-16,18:38:24,18,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,1,14.99,12.61,False,21,34,57.39,2.39,2025-08-16 18:59:24,2025-08-16 18:57:24,2025-08-16 19:01:47.440296,2025-08-16 19:35:47.440296,Completed,4.0,Clear,28.0,USD
711,2025-08-16 18:02:17,2025-08-16,18:02:17,18,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,3,29.47,25.52,False,23,17,54.45,14.45,2025-08-16 18:25:17,2025-08-16 18:35:17,2025-08-16 18:39:43.803158,2025-08-16 18:56:43.803158,Completed,5.0,Clear,28.0,USD
712,2025-08-16 18:33:19,2025-08-16,18:33:19,18,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,1,6.99,6.17,False,11,18,39.03,10.03,2025-08-16 18:44:19,2025-08-16 18:50:19,2025-08-16 18:54:20.934875,2025-08-16 19:12:20.934875,Completed,5.0,Clear,28.0,USD
713,2025-08-16 18:01:51,2025-08-16,18:01:51,18,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,2,18.98,16.07,False,21,43,64.36,0.36,2025-08-16 18:22:51,2025-08-16 18:21:51,2025-08-16 18:23:12.357153,2025-08-16 19:06:12.357153,Completed,5.0,Clear,28.0,USD
714,2025-08-16 18:49:20,2025-08-16,18:49:20,18,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,1,13.99,11.69,True,18,39,59.2,2.2,2025-08-16 19:07:20,2025-08-16 19:05:20,2025-08-16 19:09:31.977400,2025-08-16 19:48:31.977400,Completed,5.0,Clear,28.0,USD
715,2025-08-16 18:46:02,2025-08-16,18:46:02,18,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,2,23.98,20.08,False,23,27,48.52,0.0,2025-08-16 19:09:02,2025-08-16 19:07:02,2025-08-16 19:07:33.109665,2025-08-16 19:34:33.109665,Completed,4.0,Clear,28.0,USD
716,2025-08-16 18:05:21,2025-08-16,18:05:21,18,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,2,25.98,22.06,True,23,43,62.96,0.0,2025-08-16 18:28:21,2025-08-16 18:24:21,2025-08-16 18:25:18.837764,2025-08-16 19:08:18.837764,Completed,5.0,Clear,28.0,USD
717,2025-08-16 18:48:19,2025-08-16,18:48:19,18,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,1,12.99,9.81,False,23,43,68.94,2.94,2025-08-16 19:11:19,2025-08-16 19:12:19,2025-08-16 19:14:15.637700,2025-08-16 19:57:15.637700,Completed,5.0,Clear,28.0,USD
718,2025-08-16 18:28:42,2025-08-16,18:28:42,18,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,1,6.99,6.23,False,10,23,33.21,0.21,2025-08-16 18:38:42,2025-08-16 18:37:42,2025-08-16 18:38:54.523924,2025-08-16 19:01:54.523924,Completed,5.0,Clear,28.0,USD
719,2025-08-16 18:06:13,2025-08-16,18:06:13,18,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,2,17.98,15.48,False,22,26,54.72,6.72,2025-08-16 18:28:13,2025-08-16 18:33:13,2025-08-16 18:34:56.184067,2025-08-16 19:00:56.184067,Completed,5.0,Clear,28.0,USD
720,2025-08-16 18:10:04,2025-08-16,18:10:04,18,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,3,34.97,24.68,False,22,34,63.93,7.93,2025-08-16 18:32:04,2025-08-16 18:37:04,2025-08-16 18:39:59.955818,2025-08-16 19:13:59.955818,Completed,4.0,Clear,28.0,USD
721,2025-08-16 19:03:06,2025-08-16,19:03:06,19,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,1,13.99,11.46,False,20,16,35.42,0.0,2025-08-16 19:23:06,2025-08-16 19:20:06,2025-08-16 19:22:31.145751,2025-08-16 19:38:31.145751,Completed,3.0,Clear,28.0,USD
722,2025-08-16 19:53:44,2025-08-16,19:53:44,19,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,2,19.98,16.83,False,25,29,61.91,7.91,2025-08-16 20:18:44,2025-08-16 20:24:44,2025-08-16 20:26:38.358976,2025-08-16 20:55:38.358976,Completed,4.0,Clear,28.0,USD
723,2025-08-16 19:34:05,2025-08-16,19:34:05,19,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,2,15.98,13.75,False,20,39,71.06,12.06,2025-08-16 19:54:05,2025-08-16 20:03:05,2025-08-16 20:06:08.303112,2025-08-16 20:45:08.303112,Completed,5.0,Clear,28.0,USD
724,2025-08-16 19:06:29,2025-08-16,19:06:29,19,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,1,4.49,3.27,False,7,36,54.62,11.62,2025-08-16 19:13:29,2025-08-16 19:22:29,2025-08-16 19:25:06.047386,2025-08-16 20:01:06.047386,Completed,5.0,Clear,28.0,USD
725,2025-08-16 19:16:58,2025-08-16,19:16:58,19,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,1,4.99,4.28,False,7,27,37.65,3.65,2025-08-16 19:23:58,2025-08-16 19:23:58,2025-08-16 19:27:36.895948,2025-08-16 19:54:36.895948,Completed,5.0,Clear,28.0,USD
726,2025-08-16 19:29:31,2025-08-16,19:29:31,19,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,3,25.97,22.57,False,17,17,45.01,11.01,2025-08-16 19:46:31,2025-08-16 19:56:31,2025-08-16 19:57:31.479505,2025-08-16 20:14:31.479505,Completed,4.0,Clear,28.0,USD
727,2025-08-16 20:22:38,2025-08-16,20:22:38,20,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,1,10.99,7.93,False,18,19,37.33,0.33,2025-08-16 20:40:38,2025-08-16 20:38:38,2025-08-16 20:40:57.535215,2025-08-16 20:59:57.535215,Completed,4.0,Clear,28.0,USD
728,2025-08-16 20:04:50,2025-08-16,20:04:50,20,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,1,8.99,7.41,False,14,32,57.3,11.3,2025-08-16 20:18:50,2025-08-16 20:27:50,2025-08-16 20:30:08.220448,2025-08-16 21:02:08.220448,Completed,4.0,Clear,28.0,USD
729,2025-08-16 20:30:24,2025-08-16,20:30:24,20,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,1,10.99,9.42,False,14,25,44.16,5.16,2025-08-16 20:44:24,2025-08-16 20:45:24,2025-08-16 20:49:33.757240,2025-08-16 21:14:33.757240,Completed,5.0,Clear,28.0,USD
730,2025-08-16 20:50:21,2025-08-16,20:50:21,20,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,2,23.98,20.33,False,21,37,61.28,3.28,2025-08-16 21:11:21,2025-08-16 21:13:21,2025-08-16 21:14:37.733073,2025-08-16 21:51:37.733073,Completed,4.0,Clear,28.0,USD
731,2025-08-16 20:53:31,2025-08-16,20:53:31,20,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,2,19.98,15.77,False,14,33,57.96,10.96,2025-08-16 21:07:31,2025-08-16 21:16:31,2025-08-16 21:18:28.852085,2025-08-16 21:51:28.852085,Completed,4.0,Clear,28.0,USD
732,2025-08-16 20:25:04,2025-08-16,20:25:04,20,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,1,5.99,4.27,False,12,18,38.97,8.97,2025-08-16 20:37:04,2025-08-16 20:44:04,2025-08-16 20:46:02.400226,2025-08-16 21:04:02.400226,Completed,5.0,Clear,28.0,USD
733,2025-08-16 21:08:56,2025-08-16,21:08:56,21,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,2,16.98,13.42,False,18,43,59.91,0.0,2025-08-16 21:26:56,2025-08-16 21:21:56,2025-08-16 21:25:50.410984,2025-08-16 22:08:50.410984,Completed,5.0,Clear,28.0,USD
734,2025-08-16 22:39:36,2025-08-16,22:39:36,22,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,1,8.99,7.32,False,15,21,40.57,4.57,2025-08-16 22:54:36,2025-08-16 22:55:36,2025-08-16 22:59:10.009533,2025-08-16 23:20:10.009533,Completed,5.0,Clear,28.0,USD
735,2025-08-17 10:59:27,2025-08-17,10:59:27,10,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,1,13.99,11.5,False,22,44,76.96,10.96,2025-08-17 11:21:27,2025-08-17 11:27:27,2025-08-17 11:32:24.378099,2025-08-17 12:16:24.378099,Completed,4.0,Cloudy,25.0,USD
736,2025-08-17 11:54:08,2025-08-17,11:54:08,11,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,1,8.99,6.39,False,18,24,40.16,0.0,2025-08-17 12:12:08,2025-08-17 12:08:08,2025-08-17 12:10:17.690181,2025-08-17 12:34:17.690181,Completed,5.0,Cloudy,25.0,USD
737,2025-08-17 11:52:22,2025-08-17,11:52:22,11,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,1,13.99,11.76,False,17,42,67.4,8.4,2025-08-17 12:09:22,2025-08-17 12:13:22,2025-08-17 12:17:45.733502,2025-08-17 12:59:45.733502,Completed,5.0,Cloudy,25.0,USD
738,2025-08-17 11:20:45,2025-08-17,11:20:45,11,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,2,27.98,20.56,True,23,27,59.46,9.46,2025-08-17 11:43:45,2025-08-17 11:50:45,2025-08-17 11:53:12.501313,2025-08-17 12:20:12.501313,Completed,5.0,Cloudy,25.0,USD
739,2025-08-17 12:35:24,2025-08-17,12:35:24,12,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,2,18.98,17.07,False,23,44,77.28,10.28,2025-08-17 12:58:24,2025-08-17 13:04:24,2025-08-17 13:08:40.789925,2025-08-17 13:52:40.789925,Completed,4.0,Cloudy,25.0,USD
740,2025-08-17 12:08:00,2025-08-17,12:08:00,12,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,2,14.98,12.46,False,12,35,43.15,0.0,2025-08-17 12:20:00,2025-08-17 12:15:00,2025-08-17 12:16:08.878889,2025-08-17 12:51:08.878889,Completed,5.0,Cloudy,25.0,USD
741,2025-08-17 12:08:05,2025-08-17,12:08:05,12,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,2,20.98,17.6,False,15,35,62.37,12.37,2025-08-17 12:23:05,2025-08-17 12:31:05,2025-08-17 12:35:27.241246,2025-08-17 13:10:27.241246,Completed,4.0,Cloudy,25.0,USD
742,2025-08-17 12:39:11,2025-08-17,12:39:11,12,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,1,14.99,11.56,True,23,31,64.98,10.98,2025-08-17 13:02:11,2025-08-17 13:10:11,2025-08-17 13:13:10.053508,2025-08-17 13:44:10.053508,Completed,5.0,Cloudy,25.0,USD
743,2025-08-17 12:38:00,2025-08-17,12:38:00,12,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,2,25.98,23.0,False,24,30,59.7,5.7,2025-08-17 13:02:00,2025-08-17 13:04:00,2025-08-17 13:07:42.275100,2025-08-17 13:37:42.275100,Completed,4.0,Cloudy,25.0,USD
744,2025-08-17 12:02:02,2025-08-17,12:02:02,12,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,2,25.98,21.77,True,24,30,61.01,7.01,2025-08-17 12:26:02,2025-08-17 12:32:02,2025-08-17 12:33:02.554380,2025-08-17 13:03:02.554380,Completed,4.0,Cloudy,25.0,USD
745,2025-08-17 12:46:33,2025-08-17,12:46:33,12,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,1,10.99,9.65,True,20,39,64.59,5.59,2025-08-17 13:06:33,2025-08-17 13:09:33,2025-08-17 13:12:08.532808,2025-08-17 13:51:08.532808,Completed,4.0,Cloudy,25.0,USD
746,2025-08-17 12:30:40,2025-08-17,12:30:40,12,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,2,18.98,15.49,False,19,36,55.58,0.58,2025-08-17 12:49:40,2025-08-17 12:46:40,2025-08-17 12:50:14.699985,2025-08-17 13:26:14.699985,Completed,5.0,Cloudy,25.0,USD
747,2025-08-17 13:57:21,2025-08-17,13:57:21,13,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,1,4.99,3.96,False,9,39,45.61,0.0,2025-08-17 14:06:21,2025-08-17 14:01:21,2025-08-17 14:03:57.594579,2025-08-17 14:42:57.594579,Completed,5.0,Cloudy,25.0,USD
748,2025-08-17 13:26:22,2025-08-17,13:26:22,13,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,1,12.99,10.65,False,24,24,53.25,5.25,2025-08-17 13:50:22,2025-08-17 13:54:22,2025-08-17 13:55:37.227204,2025-08-17 14:19:37.227204,Completed,4.0,Cloudy,25.0,USD
749,2025-08-17 13:50:36,2025-08-17,13:50:36,13,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,1,4.99,4.15,False,7,16,36.1,13.1,2025-08-17 13:57:36,2025-08-17 14:07:36,2025-08-17 14:10:42.098094,2025-08-17 14:26:42.098094,Completed,4.0,Cloudy,25.0,USD
750,2025-08-17 13:47:39,2025-08-17,13:47:39,13,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,1,6.99,6.08,False,10,24,44.87,10.87,2025-08-17 13:57:39,2025-08-17 14:07:39,2025-08-17 14:08:31.277745,2025-08-17 14:32:31.277745,Completed,5.0,Cloudy,25.0,USD
751,2025-08-17 13:08:39,2025-08-17,13:08:39,13,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,2,27.98,20.56,False,22,23,48.56,3.56,2025-08-17 13:30:39,2025-08-17 13:33:39,2025-08-17 13:34:12.834813,2025-08-17 13:57:12.834813,Completed,4.0,Cloudy,25.0,USD
752,2025-08-17 14:09:42,2025-08-17,14:09:42,14,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,1,9.99,7.96,False,17,26,44.68,1.68,2025-08-17 14:26:42,2025-08-17 14:26:42,2025-08-17 14:28:22.538199,2025-08-17 14:54:22.538199,Completed,3.0,Cloudy,25.0,USD
753,2025-08-17 14:55:02,2025-08-17,14:55:02,14,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,1,10.99,9.53,False,16,17,35.18,2.18,2025-08-17 15:11:02,2025-08-17 15:10:02,2025-08-17 15:13:12.796905,2025-08-17 15:30:12.796905,Completed,4.0,Cloudy,25.0,USD
754,2025-08-17 15:26:49,2025-08-17,15:26:49,15,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,1,13.99,11.41,False,20,22,54.77,12.77,2025-08-17 15:46:49,2025-08-17 15:55:49,2025-08-17 15:59:35.019755,2025-08-17 16:21:35.019755,Completed,5.0,Cloudy,25.0,USD
755,2025-08-17 15:03:41,2025-08-17,15:03:41,15,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,3,21.47,17.07,False,16,39,53.74,0.0,2025-08-17 15:19:41,2025-08-17 15:17:41,2025-08-17 15:18:25.181263,2025-08-17 15:57:25.181263,Completed,3.0,Cloudy,25.0,USD
756,2025-08-17 15:48:59,2025-08-17,15:48:59,15,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,1,5.99,4.51,False,12,22,44.58,10.58,2025-08-17 16:00:59,2025-08-17 16:07:59,2025-08-17 16:11:33.547689,2025-08-17 16:33:33.547689,Completed,5.0,Cloudy,25.0,USD
757,2025-08-17 15:27:00,2025-08-17,15:27:00,15,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,2,23.98,19.33,False,19,44,74.22,11.22,2025-08-17 15:46:00,2025-08-17 15:55:00,2025-08-17 15:57:13.141106,2025-08-17 16:41:13.141106,Completed,5.0,Cloudy,25.0,USD
758,2025-08-17 18:06:58,2025-08-17,18:06:58,18,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,1,8.99,7.94,False,16,35,61.8,10.8,2025-08-17 18:22:58,2025-08-17 18:28:58,2025-08-17 18:33:46.169587,2025-08-17 19:08:46.169587,Completed,3.0,Cloudy,25.0,USD
759,2025-08-17 18:21:17,2025-08-17,18:21:17,18,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,2,21.98,17.41,False,22,40,61.65,0.0,2025-08-17 18:43:17,2025-08-17 18:41:17,2025-08-17 18:42:55.942858,2025-08-17 19:22:55.942858,Completed,4.0,Cloudy,25.0,USD
760,2025-08-17 18:15:46,2025-08-17,18:15:46,18,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,1,5.99,5.38,False,13,33,49.84,3.84,2025-08-17 18:28:46,2025-08-17 18:29:46,2025-08-17 18:32:36.387127,2025-08-17 19:05:36.387127,Completed,5.0,Cloudy,25.0,USD
761,2025-08-17 18:00:43,2025-08-17,18:00:43,18,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,1,12.99,9.36,False,18,41,56.55,0.0,2025-08-17 18:18:43,2025-08-17 18:15:43,2025-08-17 18:16:16.229581,2025-08-17 18:57:16.229581,Completed,4.0,Cloudy,25.0,USD
762,2025-08-17 19:14:46,2025-08-17,19:14:46,19,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,1,4.49,3.19,False,7,23,31.65,1.65,2025-08-17 19:21:46,2025-08-17 19:22:46,2025-08-17 19:23:25.191276,2025-08-17 19:46:25.191276,Completed,5.0,Cloudy,25.0,USD
763,2025-08-17 19:57:53,2025-08-17,19:57:53,19,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,2,16.98,14.79,True,15,45,61.69,1.69,2025-08-17 20:12:53,2025-08-17 20:10:53,2025-08-17 20:14:34.180279,2025-08-17 20:59:34.180279,Completed,3.0,Cloudy,25.0,USD
764,2025-08-17 19:42:48,2025-08-17,19:42:48,19,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,3,31.97,24.0,False,23,33,60.53,4.53,2025-08-17 20:05:48,2025-08-17 20:05:48,2025-08-17 20:10:19.920440,2025-08-17 20:43:19.920440,Completed,5.0,Cloudy,25.0,USD
765,2025-08-17 19:59:04,2025-08-17,19:59:04,19,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,2,13.98,11.65,False,17,29,52.96,6.96,2025-08-17 20:16:04,2025-08-17 20:19:04,2025-08-17 20:23:01.726965,2025-08-17 20:52:01.726965,Completed,5.0,Cloudy,25.0,USD
766,2025-08-17 19:16:10,2025-08-17,19:16:10,19,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,2,21.98,16.85,True,24,17,48.0,7.0,2025-08-17 19:40:10,2025-08-17 19:43:10,2025-08-17 19:47:09.818607,2025-08-17 20:04:09.818607,Completed,4.0,Cloudy,25.0,USD
767,2025-08-17 19:52:16,2025-08-17,19:52:16,19,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,3,34.97,28.75,True,21,29,49.71,0.0,2025-08-17 20:13:16,2025-08-17 20:10:16,2025-08-17 20:12:58.764882,2025-08-17 20:41:58.764882,Completed,5.0,Cloudy,25.0,USD
768,2025-08-17 20:31:06,2025-08-17,20:31:06,20,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,1,4.99,4.4,False,6,32,47.48,9.48,2025-08-17 20:37:06,2025-08-17 20:45:06,2025-08-17 20:46:34.964355,2025-08-17 21:18:34.964355,Completed,5.0,Cloudy,25.0,USD
769,2025-08-17 20:06:02,2025-08-17,20:06:02,20,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,1,5.99,4.79,False,8,17,32.0,7.0,2025-08-17 20:14:02,2025-08-17 20:17:02,2025-08-17 20:21:01.854035,2025-08-17 20:38:01.854035,Completed,5.0,Cloudy,25.0,USD
770,2025-08-17 20:00:59,2025-08-17,20:00:59,20,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,1,6.99,6.16,False,10,36,54.7,8.7,2025-08-17 20:10:59,2025-08-17 20:17:59,2025-08-17 20:19:40.937850,2025-08-17 20:55:40.937850,Completed,4.0,Cloudy,25.0,USD
771,2025-08-17 20:32:45,2025-08-17,20:32:45,20,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,1,10.99,9.41,False,20,30,62.46,12.46,2025-08-17 20:52:45,2025-08-17 21:02:45,2025-08-17 21:05:12.735570,2025-08-17 21:35:12.735570,Completed,5.0,Cloudy,25.0,USD
772,2025-08-17 21:34:14,2025-08-17,21:34:14,21,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,2,17.48,15.7,False,18,27,56.05,11.05,2025-08-17 21:52:14,2025-08-17 22:02:14,2025-08-17 22:03:16.724986,2025-08-17 22:30:16.724986,Completed,5.0,Cloudy,25.0,USD
773,2025-08-17 21:19:25,2025-08-17,21:19:25,21,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,3,22.47,17.26,False,14,35,48.14,0.0,2025-08-17 21:33:25,2025-08-17 21:30:25,2025-08-17 21:32:33.645948,2025-08-17 22:07:33.645948,Completed,4.0,Cloudy,25.0,USD
774,2025-08-17 21:48:49,2025-08-17,21:48:49,21,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,2,10.98,8.53,True,10,35,47.29,2.29,2025-08-17 21:58:49,2025-08-17 21:59:49,2025-08-17 22:01:06.686942,2025-08-17 22:36:06.686942,Completed,5.0,Cloudy,25.0,USD
775,2025-08-17 22:44:24,2025-08-17,22:44:24,22,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,1,10.99,8.66,True,14,35,57.69,8.69,2025-08-17 22:58:24,2025-08-17 23:04:24,2025-08-17 23:07:05.355956,2025-08-17 23:42:05.355956,Completed,4.0,Cloudy,25.0,USD
776,2025-08-17 22:02:12,2025-08-17,22:02:12,22,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,1,4.49,3.63,False,5,38,47.7,4.7,2025-08-17 22:07:12,2025-08-17 22:09:12,2025-08-17 22:11:54.092789,2025-08-17 22:49:54.092789,Completed,4.0,Cloudy,25.0,USD
777,2025-08-17 22:34:53,2025-08-17,22:34:53,22,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,2,23.98,20.56,True,26,29,50.67,0.0,2025-08-17 23:00:53,2025-08-17 22:55:53,2025-08-17 22:56:33.001524,2025-08-17 23:25:33.001524,Completed,5.0,Cloudy,25.0,USD
